#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
1132,DEL CEP,000-BCQ-471,2457330.52473,3.903,0.011,False,Johnson V,CCD,SAH,,False
1133,DEL CEP,000-BCQ-471,2457330.52840,3.414,0.016,False,Cousins R,CCD,SAH,,False
1134,DEL CEP,000-BCQ-471,2457330.53226,3.158,0.005,False,Cousins I,CCD,SAH,,False
1135,DEL CEP,000-BCQ-471,2457330.53702,4.483,0.010,False,Johnson B,CCD,SAH,,False
1136,DEL CEP,000-BCQ-471,2457331.50734,3.449,0.018,False,Johnson V,CCD,SAH,,False
1137,DEL CEP,000-BCQ-471,2457331.51172,3.023,0.004,False,Cousins R,CCD,SAH,,False
1138,DEL CEP,000-BCQ-471,2457331.51588,2.827,0.011,False,Cousins I,CCD,SAH,,False
1139,DEL CEP,000-BCQ-471,2457331.52067,3.909,0.007,False,Johnson B,CCD,SAH,,False
1140,DEL CEP,000-BCQ-471,2457334.52551,4.081,0.014,False,Johnson V,CCD,SAH,,False
1141,DEL CEP,000-BCQ-471,2457334.53064,3.528,0.004,False,Cousins R,CCD,SAH,,False
1142,DEL CEP,000-BCQ-471,2457334.53640,3.249,0.014,False,Cousins I,CCD,SAH,,False
1143,DEL CEP,000-BCQ-471,2457334.54600,4.798,0.011,False,Johnson B,CCD,SAH,,False
1144,DEL CEP,000-BCQ-471,2457335.51464,4.144,0.013,False,Johnson V,CCD,SAH,,False
1145,DEL CEP,000-BCQ-471,2457335.51895,3.574,0.006,False,Cousins R,CCD,SAH,,False
1146,DEL CEP,000-BCQ-471,2457335.52210,3.307,0.008,False,Cousins I,CCD,SAH,,False
1147,DEL CEP,000-BCQ-471,2457335.52709,4.783,0.017,False,Johnson B,CCD,SAH,,False
1148,DEL CEP,000-BCQ-471,2457336.51410,3.405,0.009,False,Johnson V,CCD,SAH,,False
1149,DEL CEP,000-BCQ-471,2457336.51812,2.993,0.013,False,Cousins R,CCD,SAH,,False
1150,DEL CEP,000-BCQ-471,2457336.52201,2.821,0.010,False,Cousins I,CCD,SAH,,False
1151,DEL CEP,000-BCQ-471,2457336.52692,3.850,0.011,False,Johnson B,CCD,SAH,,False
1152,DEL CEP,000-BCQ-471,2457355.48468,3.999,0.014,False,Johnson V,CCD,SAH,,False
1153,DEL CEP,000-BCQ-471,2457355.48795,3.476,0.008,False,Cousins R,CCD,SAH,,False
1154,DEL CEP,000-BCQ-471,2457355.49108,3.188,0.010,False,Cousins I,CCD,SAH,,False
1155,DEL CEP,000-BCQ-471,2457355.49680,4.685,0.010,False,Johnson B,CCD,SAH,,False
1156,DEL CEP,000-BCQ-471,2457361.65223,4.825,0.011,False,Johnson B,CCD,SAH,,False
1157,DEL CEP,000-BCQ-471,2457361.65659,4.161,0.004,False,Johnson V,CCD,SAH,,False
1158,DEL CEP,000-BCQ-471,2457361.65972,3.567,0.017,False,Cousins R,CCD,SAH,,False
1159,DEL CEP,000-BCQ-471,2457361.66300,3.312,0.029,False,Cousins I,CCD,SAH,,False
1160,DEL CEP,000-BCQ-471,2457363.50894,3.859,0.010,False,Johnson B,CCD,SAH,,False
1161,DEL CEP,000-BCQ-471,2457363.51337,3.359,0.006,False,Johnson V,CCD,SAH,,False
1162,DEL CEP,000-BCQ-471,2457363.51648,2.972,0.006,False,Cousins R,CCD,SAH,,False
1163,DEL CEP,000-BCQ-471,2457363.51961,2.825,0.012,False,Cousins I,CCD,SAH,,False
1164,DEL CEP,000-BCQ-471,2457365.51809,4.576,0.005,False,Johnson B,CCD,SAH,,False
1165,DEL CEP,000-BCQ-471,2457365.52262,3.841,0.010,False,Johnson V,CCD,SAH,,False
1166,DEL CEP,000-BCQ-471,2457365.52579,3.367,0.006,False,Cousins R,CCD,SAH,,False
1167,DEL CEP,000-BCQ-471,2457365.52894,3.109,0.016,False,Cousins I,CCD,SAH,,False
1168,DEL CEP,000-BCQ-471,2457382.49387,4.697,0.015,False,Johnson B,CCD,SAH,,False
1169,DEL CEP,000-BCQ-471,2457382.49915,3.998,0.014,False,Johnson V,CCD,SAH,,False
1170,DEL CEP,000-BCQ-471,2457382.50230,3.419,0.011,False,Cousins R,CCD,SAH,,False
1171,DEL CEP,000-BCQ-471,2457382.50577,3.149,0.016,False,Cousins I,CCD,SAH,,False
1172,DEL CEP,000-BCQ-471,2457388.47787,4.844,0.018,False,Johnson B,CCD,SAH,,False
1173,DEL CEP,000-BCQ-471,2457388.48732,4.131,0.023,False,Johnson V,CCD,SAH,,False
1174,DEL CEP,000-BCQ-471,2457388.49046,3.567,0.008,False,Cousins R,CCD,SAH,,False
1175,DEL CEP,000-BCQ-471,2457388.49429,3.292,0.020,False,Cousins I,CCD,SAH,,False
1176,DEL CEP,000-BCQ-471,2457390.48757,3.864,0.014,False,Johnson B,CCD,SAH,,False
1177,DEL CEP,000-BCQ-471,2457390.49270,3.418,0.016,False,Johnson V,CCD,SAH,,False
1178,DEL CEP,000-BCQ-471,2457390.49605,2.971,0.013,False,Cousins R,CCD,SAH,,False
1179,DEL CEP,000-BCQ-471,2457390.49950,2.831,0.018,False,Cousins I,CCD,SAH,,False
1180,DEL CEP,000-BCQ-471,2457398.49441,4.770,0.022,False,Johnson B,CCD,SAH,,False
1181,DEL CEP,000-BCQ-471,2457398.49935,4.051,0.022,False,Johnson V,CCD,SAH,,False
1182,DEL CEP,000-BCQ-471,2457398.50255,3.488,0.018,False,Cousins R,CCD,SAH,,False
1183,DEL CEP,000-BCQ-471,2457398.50597,3.206,0.040,False,Cousins I,CCD,SAH,,False
1184,DEL CEP,000-BCQ-471,2457399.512306,4.4344,0.0295,False,Unfiltered with V Zeropoint,CCD,HJEA,1.295,False
1185,DEL CEP,000-BCQ-471,2457406.49416,3.895,0.021,False,Johnson B,CCD,SAH,,False
1186,DEL CEP,000-BCQ-471,2457406.49954,3.408,0.015,False,Johnson V,CCD,SAH,,False
1187,DEL CEP,000-BCQ-471,2457406.50364,2.987,0.010,False,Cousins R,CCD,SAH,,False
1188,DEL CEP,000-BCQ-471,2457406.50747,2.782,0.025,False,Cousins I,CCD,SAH,,False
1189,DEL CEP,000-BCQ-471,2457408.650292,4.2555,0.0436,False,Unfiltered with V Zeropoint,CCD,HJEA,,False
1190,DEL CEP,000-BCQ-471,2457424.59116,4.2712,0.0434,False,Unfiltered with V Zeropoint,CCD,HJEA,2.242,False
1191,DEL CEP,000-BCQ-471,2457433.50101,3.5675,0.0460,False,Unfiltered with V Zeropoint,CCD,HJEA,1.695,False
1192,DEL CEP,000-BCQ-471,2457433.509667,3.5234,0.0514,False,Unfiltered with V Zeropoint,CCD,HJEA,1.755,False
1193,DEL CEP,000-BCQ-471,2457433.513186,3.5569,0.0487,False,Unfiltered with V Zeropoint,CCD,HJEA,1.780,False
1194,DEL CEP,000-BCQ-471,2457433.516727,3.6898,0.0437,False,Unfiltered with V Zeropoint,CCD,HJEA,1.806,False
1195,DEL CEP,000-BCQ-471,2457433.520234,3.6561,0.0469,False,Unfiltered with V Zeropoint,CCD,HJEA,1.832,False
1196,DEL CEP,000-BCQ-471,2457433.523753,3.3733,0.0596,False,Unfiltered with V Zeropoint,CCD,HJEA,1.860,False
1197,DEL CEP,000-BCQ-471,2457433.527318,3.5140,0.0532,False,Unfiltered with V Zeropoint,CCD,HJEA,1.888,False
1198,DEL CEP,000-BCQ-471,2457433.530836,3.6201,0.0482,False,Unfiltered with V Zeropoint,CCD,HJEA,1.916,False
1199,DEL CEP,000-BCQ-471,2457433.534343,3.5732,0.0478,False,Unfiltered with V Zeropoint,CCD,HJEA,1.945,False
1200,DEL CEP,000-BCQ-471,2457433.537862,3.5364,0.0522,False,Unfiltered with V Zeropoint,CCD,HJEA,1.975,False
1201,DEL CEP,000-BCQ-471,2457433.54138,3.7173,0.0455,False,Unfiltered with V Zeropoint,CCD,HJEA,2.006,False
1202,DEL CEP,000-BCQ-471,2457433.544887,3.6843,0.0452,False,Unfiltered with V Zeropoint,CCD,HJEA,2.039,False
1203,DEL CEP,000-BCQ-471,2457433.548394,3.5834,0.0539,False,Unfiltered with V Zeropoint,CCD,HJEA,2.071,False
1204,DEL CEP,000-BCQ-471,2457433.551913,3.5672,0.0528,False,Unfiltered with V Zeropoint,CCD,HJEA,2.104,False
1205,DEL CEP,000-BCQ-471,2457433.555431,3.7363,0.0460,False,Unfiltered with V Zeropoint,CCD,HJEA,2.137,False
1206,DEL CEP,000-BCQ-471,2457433.558938,3.5773,0.0552,False,Unfiltered with V Zeropoint,CCD,HJEA,2.171,False
1207,DEL CEP,000-BCQ-471,2457433.562457,3.6623,0.0521,False,Unfiltered with V Zeropoint,CCD,HJEA,2.207,False
1208,DEL CEP,000-BCQ-471,2457433.565975,3.6050,0.0505,False,Unfiltered with V Zeropoint,CCD,HJEA,2.242,False
1209,DEL CEP,000-BCQ-471,2457433.569494,3.7677,0.0427,False,Unfiltered with V Zeropoint,CCD,HJEA,2.279,False
1210,DEL CEP,000-BCQ-471,2457433.573012,3.6365,0.0477,False,Unfiltered with V Zeropoint,CCD,HJEA,2.317,False
1211,DEL CEP,000-BCQ-471,2457433.576519,3.3893,0.0645,False,Unfiltered with V Zeropoint,CCD,HJEA,2.355,False
1212,DEL CEP,000-BCQ-471,2457433.580038,3.5528,0.0557,False,Unfiltered with V Zeropoint,CCD,HJEA,2.394,False
1213,DEL CEP,000-BCQ-471,2457433.583556,3.5878,0.0553,False,Unfiltered with V Zeropoint,CCD,HJEA,2.435,False
1214,DEL CEP,000-BCQ-471,2457433.587075,3.5043,0.0622,False,Unfiltered with V Zeropoint,CCD,HJEA,2.476,False
1215,DEL CEP,000-BCQ-471,2457433.590593,3.7364,0.0501,False,Unfiltered with V Zeropoint,CCD,HJEA,2.517,False
1216,DEL CEP,000-BCQ-471,2457433.594112,3.7055,0.0510,False,Unfiltered with V Zeropoint,CCD,HJEA,2.559,False
1217,DEL CEP,000-BCQ-471,2457433.597619,3.5124,0.0564,False,Unfiltered with V Zeropoint,CCD,HJEA,2.601,False
1218,DEL CEP,000-BCQ-471,2457433.601137,3.5690,0.0580,False,Unfiltered with V Zeropoint,CCD,HJEA,2.644,False
1219,DEL CEP,000-BCQ-471,2457433.604656,3.5636,0.0627,False,Unfiltered with V Zeropoint,CCD,HJEA,2.688,False
1220,DEL CEP,000-BCQ-471,2457433.608163,3.6992,0.0541,False,Unfiltered with V Zeropoint,CCD,HJEA,2.732,False
1221,DEL CEP,000-BCQ-471,2457433.611681,3.5946,0.0592,False,Unfiltered with V Zeropoint,CCD,HJEA,2.777,False
1222,DEL CEP,000-BCQ-471,2457433.615188,3.6017,0.0575,False,Unfiltered with V Zeropoint,CCD,HJEA,2.822,False
1223,DEL CEP,000-BCQ-471,2457433.618707,3.8815,0.0449,False,Unfiltered with V Zeropoint,CCD,HJEA,2.868,False
1224,DEL CEP,000-BCQ-471,2457433.622214,3.8048,0.0498,False,Unfiltered with V Zeropoint,CCD,HJEA,2.915,False
1225,DEL CEP,000-BCQ-471,2457433.632746,3.5898,0.0618,False,Unfiltered with V Zeropoint,CCD,HJEA,3.008,False
1226,DEL CEP,000-BCQ-471,2457433.636276,3.6413,0.0624,False,Unfiltered with V Zeropoint,CCD,HJEA,3.055,False
1227,DEL CEP,000-BCQ-471,2457433.639795,3.4640,0.0709,False,Unfiltered with V Zeropoint,CCD,HJEA,3.102,False
1228,DEL CEP,000-BCQ-471,2457433.643325,3.3524,0.0842,False,Unfiltered with V Zeropoint,CCD,HJEA,3.152,False
1229,DEL CEP,000-BCQ-471,2457433.646855,3.5934,0.0654,False,Unfiltered with V Zeropoint,CCD,HJEA,3.199,False
1230,DEL CEP,000-BCQ-471,2457433.650385,3.5934,0.0597,False,Unfiltered with V Zeropoint,CCD,HJEA,3.247,False
1231,DEL CEP,000-BCQ-471,2457433.653903,3.6036,0.0677,False,Unfiltered with V Zeropoint,CCD,HJEA,3.293,False
1232,DEL CEP,000-BCQ-471,2457433.65741,3.6983,0.0584,False,Unfiltered with V Zeropoint,CCD,HJEA,3.340,False
1233,DEL CEP,000-BCQ-471,2457433.660917,3.7544,0.0660,False,Unfiltered with V Zeropoint,CCD,HJEA,3.386,False
1234,DEL CEP,000-BCQ-471,2457433.664424,3.5799,0.0695,False,Unfiltered with V Zeropoint,CCD,HJEA,3.432,False
1235,DEL CEP,000-BCQ-471,2457433.667931,3.5370,0.0747,False,Unfiltered with V Zeropoint,CCD,HJEA,3.477,False
1236,DEL CEP,000-BCQ-471,2457433.671438,3.5683,0.0737,False,Unfiltered with V Zeropoint,CCD,HJEA,3.521,False
1237,DEL CEP,000-BCQ-471,2457433.674945,3.6992,0.0659,False,Unfiltered with V Zeropoint,CCD,HJEA,3.564,False
1238,DEL CEP,000-BCQ-471,2457433.713556,3.5559,0.1223,False,Unfiltered with V Zeropoint,CCD,HJEA,3.606,False
1239,DEL CEP,000-BCQ-471,2457437.564504,4.5405,0.0737,False,Unfiltered with V Zeropoint,CCD,HJEA,2.336,False
1240,DEL CEP,000-BCQ-471,2457440.571251,4.0320,0.0947,False,Unfiltered with V Zeropoint,CCD,HJEA,2.504,False
1241,DEL CEP,000-BCQ-471,2457445.540337,3.9528,0.1230,False,Unfiltered with V Zeropoint,CCD,HJEA,2.309,False
1242,DEL CEP,000-BCQ-471,2457450.583508,3.9156,0.0907,False,Unfiltered with V Zeropoint,CCD,HJEA,3.003,False
1243,DEL CEP,000-BCQ-471,2457451.503207,4.1047,0.1155,False,Unfiltered with V Zeropoint,CCD,HJEA,2.103,False
1244,DEL CEP,000-BCQ-471,2457451.93087,4.008,0.020,False,Johnson V,CCD,SAH,,False
1245,DEL CEP,000-BCQ-471,2457451.93403,3.450,0.018,False,Cousins R,CCD,SAH,,False
1246,DEL CEP,000-BCQ-471,2457451.93797,3.120,0.019,False,Cousins I,CCD,SAH,,False
1247,DEL CEP,000-BCQ-471,2457451.94294,4.691,0.017,False,Johnson B,CCD,SAH,,False
1248,DEL CEP,000-BCQ-471,2457452.515418,4.5784,0.0849,False,Unfiltered with V Zeropoint,CCD,HJEA,2.252,False
1249,DEL CEP,000-BCQ-471,2457459.509238,3.9818,0.0871,False,Unfiltered with V Zeropoint,CCD,HJEA,2.388,False
1250,DEL CEP,000-BCQ-471,2457460.528184,4.1431,0.0814,False,Unfiltered with V Zeropoint,CCD,HJEA,2.642,False
1251,DEL CEP,000-BCQ-471,2457461.50764,4.3973,0.2768,False,Unfiltered with V Zeropoint,CCD,HJEA,2.432,False
1252,DEL CEP,000-BCQ-471,2457466.50889,3.9456,0.0881,False,Unfiltered with V Zeropoint,CCD,HJEA,2.607,False
1253,DEL CEP,000-BCQ-471,2457467.541031,4.4316,0.1194,False,Unfiltered with V Zeropoint,CCD,HJEA,3.055,False
1254,DEL CEP,000-BCQ-471,2457468.918505,4.141,0.010,False,Tri-Color Green,CCD,HBB,2.37,False
1255,DEL CEP,000-BCQ-471,2457469.503547,4.5078,0.0705,False,Unfiltered with V Zeropoint,CCD,HJEA,2.642,False
1256,DEL CEP,000-BCQ-471,2457476.88670,3.609,0.020,False,Johnson V,CCD,SAH,,False
1257,DEL CEP,000-BCQ-471,2457476.88996,3.116,0.012,False,Cousins R,CCD,SAH,,False
1258,DEL CEP,000-BCQ-471,2457476.89418,2.886,0.014,False,Cousins I,CCD,SAH,,False
1259,DEL CEP,000-BCQ-471,2457476.89934,4.151,0.011,False,Johnson B,CCD,SAH,,False
1260,DEL CEP,000-BCQ-471,2457493.82713,3.851,0.025,False,Johnson V,CCD,SAH,,False
1261,DEL CEP,000-BCQ-471,2457493.83547,3.290,0.015,False,Cousins R,CCD,SAH,,False
1262,DEL CEP,000-BCQ-471,2457493.84242,2.991,0.016,False,Cousins I,CCD,SAH,,False
1263,DEL CEP,000-BCQ-471,2457493.84805,4.438,0.010,False,Johnson B,CCD,SAH,,False
1264,DEL CEP,000-BCQ-471,2457494.84251,3.990,0.028,False,Johnson V,CCD,SAH,,False
1265,DEL CEP,000-BCQ-471,2457494.84663,3.424,0.023,False,Cousins R,CCD,SAH,,False
1266,DEL CEP,000-BCQ-471,2457494.85199,3.111,0.030,False,Cousins I,CCD,SAH,,False
1267,DEL CEP,000-BCQ-471,2457494.85744,4.682,0.020,False,Johnson B,CCD,SAH,,False
1268,DEL CEP,000-BCQ-471,2457495.86678,4.181,0.025,False,Johnson V,CCD,SAH,,False
1269,DEL CEP,000-BCQ-471,2457495.87006,3.582,0.016,False,Cousins R,CCD,SAH,,False
1270,DEL CEP,000-BCQ-471,2457495.87487,3.267,0.022,False,Cousins I,CCD,SAH,,False
1271,DEL CEP,000-BCQ-471,2457495.87977,4.874,0.020,False,Johnson B,CCD,SAH,,False
1272,DEL CEP,000-BCQ-471,2457511.80174,4.151,0.023,False,Johnson V,CCD,SAH,,False
1273,DEL CEP,000-BCQ-471,2457511.80501,3.555,0.021,False,Cousins R,CCD,SAH,,False
1274,DEL CEP,000-BCQ-471,2457511.80816,3.276,0.026,False,Cousins I,CCD,SAH,,False
1275,DEL CEP,000-BCQ-471,2457511.81292,4.849,0.018,False,Johnson B,CCD,SAH,,False
1276,DEL CEP,000-BCQ-471,2457524.77133,3.515,0.021,False,Johnson V,CCD,SAH,,False
1277,DEL CEP,000-BCQ-471,2457524.77456,3.047,0.010,False,Cousins R,CCD,SAH,,False
1278,DEL CEP,000-BCQ-471,2457524.77865,2.856,0.020,False,Cousins I,CCD,SAH,,False
1279,DEL CEP,000-BCQ-471,2457524.78391,3.984,0.016,False,Johnson B,CCD,SAH,,False
1280,DEL CEP,000-BCQ-471,2457526.78304,3.976,0.032,False,Johnson V,CCD,SAH,,False
1281,DEL CEP,000-BCQ-471,2457526.78821,3.377,0.020,False,Cousins R,CCD,SAH,,False
1282,DEL CEP,000-BCQ-471,2457526.79351,3.089,0.022,False,Cousins I,CCD,SAH,,False
1283,DEL CEP,000-BCQ-471,2457526.79948,4.627,0.023,False,Johnson B,CCD,SAH,,False
1284,DEL CEP,000-BCQ-471,2457527.77596,4.134,0.026,False,Johnson V,CCD,SAH,,False
1285,DEL CEP,000-BCQ-471,2457527.77982,3.547,0.008,False,Cousins R,CCD,SAH,,False
1286,DEL CEP,000-BCQ-471,2457527.78453,3.221,0.017,False,Cousins I,CCD,SAH,,False
1287,DEL CEP,000-BCQ-471,2457527.79017,4.821,0.006,False,Johnson B,CCD,SAH,,False
1288,DEL CEP,000-BCQ-471,2457528.87076,4.093,0.017,False,Johnson V,CCD,SAH,,False
1289,DEL CEP,000-BCQ-471,2457528.87429,3.516,0.014,False,Cousins R,CCD,SAH,,False
1290,DEL CEP,000-BCQ-471,2457528.87744,3.224,0.010,False,Cousins I,CCD,SAH,,False
1291,DEL CEP,000-BCQ-471,2457528.88222,4.687,0.023,False,Johnson B,CCD,SAH,,False
1292,DEL CEP,000-BCQ-471,2457531.77937,3.935,0.024,False,Johnson V,CCD,SAH,,False
1293,DEL CEP,000-BCQ-471,2457531.78350,3.342,0.027,False,Cousins R,CCD,SAH,,False
1294,DEL CEP,000-BCQ-471,2457531.78679,3.072,0.028,False,Cousins I,CCD,SAH,,False
1295,DEL CEP,000-BCQ-471,2457531.79192,4.568,0.035,False,Johnson B,CCD,SAH,,False
1296,DEL CEP,000-BCQ-471,2457538.77485,4.178,0.038,False,Johnson V,CCD,SAH,,False
1297,DEL CEP,000-BCQ-471,2457538.77801,3.576,0.017,False,Cousins R,CCD,SAH,,False
1298,DEL CEP,000-BCQ-471,2457538.78124,3.267,0.018,False,Cousins I,CCD,SAH,,False
1299,DEL CEP,000-BCQ-471,2457538.78944,4.849,0.016,False,Johnson B,CCD,SAH,,False
1300,DEL CEP,000-BCQ-471,2457541.80045,3.778,0.027,False,Johnson V,CCD,SAH,,False
1301,DEL CEP,000-BCQ-471,2457541.80362,3.213,0.008,False,Cousins R,CCD,SAH,,False
1302,DEL CEP,000-BCQ-471,2457541.80676,2.947,0.009,False,Cousins I,CCD,SAH,,False
1303,DEL CEP,000-BCQ-471,2457541.81150,4.327,0.016,False,Johnson B,CCD,SAH,,False
1304,DEL CEP,000-BCQ-471,2457542.79523,3.998,0.023,False,Johnson V,CCD,SAH,,False
1305,DEL CEP,000-BCQ-471,2457542.79805,3.408,0.008,False,Cousins R,CCD,SAH,,False
1306,DEL CEP,000-BCQ-471,2457542.80087,3.107,0.007,False,Cousins I,CCD,SAH,,False
1307,DEL CEP,000-BCQ-471,2457542.80508,4.596,0.014,False,Johnson B,CCD,SAH,,False
1308,DEL CEP,000-BCQ-471,2457556.75645,3.490,0.021,False,Johnson V,CCD,SAH,,False
1309,DEL CEP,000-BCQ-471,2457556.76019,2.995,0.013,False,Cousins R,CCD,SAH,,False
1310,DEL CEP,000-BCQ-471,2457556.76363,2.822,0.016,False,Cousins I,CCD,SAH,,False
1311,DEL CEP,000-BCQ-471,2457556.76777,3.885,0.013,False,Johnson B,CCD,SAH,,False
1312,DEL CEP,000-BCQ-471,2457557.77760,3.764,0.028,False,Johnson V,CCD,SAH,,False
1313,DEL CEP,000-BCQ-471,2457557.78265,3.195,0.015,False,Cousins R,CCD,SAH,,False
1314,DEL CEP,000-BCQ-471,2457557.78547,2.958,0.019,False,Cousins I,CCD,SAH,,False
1315,DEL CEP,000-BCQ-471,2457557.78959,4.301,0.024,False,Johnson B,CCD,SAH,,False
1316,DEL CEP,000-BCQ-471,2457560.75434,4.231,0.018,False,Johnson V,CCD,SAH,,False
1317,DEL CEP,000-BCQ-471,2457560.75962,3.614,0.008,False,Cousins R,CCD,SAH,,False
1318,DEL CEP,000-BCQ-471,2457560.76404,3.316,0.017,False,Cousins I,CCD,SAH,,False
1319,DEL CEP,000-BCQ-471,2457560.76968,4.847,0.023,False,Johnson B,CCD,SAH,,False
1320,DEL CEP,000-BCQ-471,2457564.72594,4.084,0.023,False,Johnson V,CCD,SAH,,False
1321,DEL CEP,000-BCQ-471,2457564.72869,3.470,0.018,False,Cousins R,CCD,SAH,,False
1322,DEL CEP,000-BCQ-471,2457564.73146,3.149,0.034,False,Cousins I,CCD,SAH,,False
1323,DEL CEP,000-BCQ-471,2457564.74279,4.715,0.018,False,Johnson B,CCD,SAH,,False
1324,DEL CEP,000-BCQ-471,2457569.71445,3.980,0.026,False,Johnson V,CCD,SAH,,False
1325,DEL CEP,000-BCQ-471,2457569.71721,3.377,0.018,False,Cousins R,CCD,SAH,,False
1326,DEL CEP,000-BCQ-471,2457569.72015,3.112,0.019,False,Cousins I,CCD,SAH,,False
1327,DEL CEP,000-BCQ-471,2457569.72456,4.639,0.022,False,Johnson B,CCD,SAH,,False
1328,DEL CEP,000-BCQ-471,2457573.69223,3.726,0.033,False,Johnson V,CCD,SAH,,False
1329,DEL CEP,000-BCQ-471,2457573.69505,3.163,0.012,False,Cousins R,CCD,SAH,,False
1330,DEL CEP,000-BCQ-471,2457573.69786,2.921,0.022,False,Cousins I,CCD,SAH,,False
1331,DEL CEP,000-BCQ-471,2457573.70349,4.273,0.017,False,Johnson B,CCD,SAH,,False
1332,DEL CEP,000-BCQ-471,2457577.63767,3.204,0.013,False,Cousins R,CCD,SAH,,False
1333,DEL CEP,000-BCQ-471,2457577.64390,2.983,0.018,False,Cousins I,CCD,SAH,,False
1334,DEL CEP,000-BCQ-471,2457577.64877,4.212,0.023,False,Johnson B,CCD,SAH,,False
1335,DEL CEP,000-BCQ-471,2457577.65382,3.690,0.033,False,Johnson V,CCD,SAH,,False
1336,DEL CEP,000-BCQ-471,2457579.69058,3.867,0.031,False,Johnson V,CCD,SAH,,False
1337,DEL CEP,000-BCQ-471,2457579.69618,3.287,0.024,False,Cousins R,CCD,SAH,,False
1338,DEL CEP,000-BCQ-471,2457579.70298,2.996,0.010,False,Cousins I,CCD,SAH,,False
1339,DEL CEP,000-BCQ-471,2457579.71142,4.457,0.009,False,Johnson B,CCD,SAH,,False
1340,DEL CEP,000-BCQ-471,2457585.85968,3.976,0.010,False,Johnson V,CCD,SAH,,False
1341,DEL CEP,000-BCQ-471,2457585.86497,3.419,0.007,False,Cousins R,CCD,SAH,,False
1342,DEL CEP,000-BCQ-471,2457585.86903,3.147,0.010,False,Cousins I,CCD,SAH,,False
1343,DEL CEP,000-BCQ-471,2457585.87400,4.653,0.008,False,Johnson B,CCD,SAH,,False
1344,DEL CEP,000-BCQ-471,2457586.62844,4.120,0.045,False,Johnson V,CCD,SAH,,False
1345,DEL CEP,000-BCQ-471,2457586.63240,3.523,0.013,False,Cousins R,CCD,SAH,,False
1346,DEL CEP,000-BCQ-471,2457586.63591,3.190,0.011,False,Cousins I,CCD,SAH,,False
1347,DEL CEP,000-BCQ-471,2457586.64099,4.795,0.019,False,Johnson B,CCD,SAH,,False
1348,del Cep,000-BCQ-471,2457589.84667,3.703,0.016,False,Tri-Color Green,CCD,HBB,1.150,False
1349,DEL CEP,000-BCQ-471,2457595.71851,3.858,0.013,False,Johnson V,CCD,SAH,,False
1350,DEL CEP,000-BCQ-471,2457595.72205,3.276,0.014,False,Cousins R,CCD,SAH,,False
1351,DEL CEP,000-BCQ-471,2457595.72706,3.007,0.011,False,Cousins I,CCD,SAH,,False
1352,DEL CEP,000-BCQ-471,2457595.73512,4.426,0.018,False,Johnson B,CCD,SAH,,False
1353,DEL CEP,000-BCQ-471,2457596.64344,4.029,0.023,False,Johnson V,CCD,SAH,,False
1354,DEL CEP,000-BCQ-471,2457596.64699,3.413,0.016,False,Cousins R,CCD,SAH,,False
1355,DEL CEP,000-BCQ-471,2457596.65164,3.114,0.015,False,Cousins I,CCD,SAH,,False
1356,DEL CEP,000-BCQ-471,2457596.65828,4.641,0.022,False,Johnson B,CCD,SAH,,False
1357,DEL CEP,000-BCQ-471,2457600.66874,3.746,0.030,False,Johnson V,CCD,SAH,,False
1358,DEL CEP,000-BCQ-471,2457600.67360,3.186,0.012,False,Cousins R,CCD,SAH,,False
1359,DEL CEP,000-BCQ-471,2457600.67732,2.939,0.012,False,Cousins I,CCD,SAH,,False
1360,DEL CEP,000-BCQ-471,2457600.68376,4.283,0.014,False,Johnson B,CCD,SAH,,False
1361,DEL CEP,000-BCQ-471,2457601.65516,3.957,0.025,False,Johnson V,CCD,SAH,,False
1362,DEL CEP,000-BCQ-471,2457601.65920,3.362,0.012,False,Cousins R,CCD,SAH,,False
1363,DEL CEP,000-BCQ-471,2457601.66251,3.058,0.016,False,Cousins I,CCD,SAH,,False
1364,DEL CEP,000-BCQ-471,2457601.66757,4.571,0.019,False,Johnson B,CCD,SAH,,False
1365,DEL CEP,000-BCQ-471,2457602.68510,4.165,0.031,False,Johnson V,CCD,SAH,,False
1366,DEL CEP,000-BCQ-471,2457602.68973,3.535,0.017,False,Cousins R,CCD,SAH,,False
1367,DEL CEP,000-BCQ-471,2457602.69394,3.210,0.017,False,Cousins I,CCD,SAH,,False
1368,DEL CEP,000-BCQ-471,2457602.70199,4.783,0.014,False,Johnson B,CCD,SAH,,False
1369,DEL CEP,000-BCQ-471,2457604.63409,3.590,0.036,False,Johnson V,CCD,SAH,,False
1370,DEL CEP,000-BCQ-471,2457604.63721,3.078,0.016,False,Cousins R,CCD,SAH,,False
1371,DEL CEP,000-BCQ-471,2457604.64032,2.866,0.009,False,Cousins I,CCD,SAH,,False
1372,DEL CEP,000-BCQ-471,2457604.64576,3.978,0.023,False,Johnson B,CCD,SAH,,False
1373,DEL CEP,000-BCQ-471,2457606.65138,3.918,0.019,False,Johnson V,CCD,SAH,,False
1374,DEL CEP,000-BCQ-471,2457606.65856,3.313,0.011,False,Cousins R,CCD,SAH,,False
1375,DEL CEP,000-BCQ-471,2457606.66234,3.014,0.015,False,Cousins I,CCD,SAH,,False
1376,DEL CEP,000-BCQ-471,2457606.67036,4.476,0.013,False,Johnson B,CCD,SAH,,False
